row_id,uid,strain,condition,replicate,fov,image_cell_id,source_folder
11619,YET919_BR3_243_04,YET919,ΔMPT5,BR3,04,243,../../240909/YET919 BR3/output/YET919_ASH1CLB2Q670_SRL1cal610_SUN4Q570_04
12652,YET919_BR3_49_02,YET919,ΔMPT5,BR3,02,49,../../240909/YET919 BR3/output/YET919_ASH1CLB2Q670_SRL1cal610_SUN4Q570_02
12660,YET919_BR3_65_02,YET919,ΔMPT5,BR3,02,65,../../240909/YET919 BR3/output/YET919_ASH1CLB2Q670_SRL1cal610_SUN4Q570_02
12674,YET919_BR3_94_02,YET919,ΔMPT5,BR3,02,94,../../240909/YET919 BR3/output/YET919_ASH1CLB2Q670_SRL1cal610_SUN4Q570_02
12695,YET919_BR3_146_02,YET919,ΔMPT5,BR3,02,146,../../240909/YET919 BR3/output/YET919_ASH1CLB2Q670_SRL1cal610_SUN4Q570_02
13048,YET919_BR3_172_03,YET919,ΔMPT5,BR3,03,172,../../240909/YET919 BR3/output/YET919_ASH1CLB2Q670_SRL1cal610_SUN4Q570_03
13095,YET919_BR3_267_03,YET919,ΔMPT5,BR3,03,267,../../240909/YET919 BR3/output/YET919_ASH1CLB2Q670_SRL1cal610_SUN4Q570_03
26695,YET919_BR1_115_01,YET919,ΔMPT5,BR1,01,115,../../220601/yET919 BR1/output/yET919-SUN4Q570-SRL1CFR610-ASH1CLB2Q670_01
27376,YET919_BR1_17_04,YET919,ΔMPT5,BR1,04,17,../../220601/yET919 BR1/output/yET919-SUN4Q570-SRL1CFR610-ASH1CLB2Q670_04
27395,YET919_BR1_39_04,YET919,ΔMPT5,BR1,04,39,../../220601/yET919 BR1/output/yET919-SUN4Q570-SRL1CFR610-ASH1CLB2Q670_04
27401,YET919_BR1_46_04,YET919,ΔMPT5,BR1,04,46,../../220601/yET919 BR1/output/yET919-SUN4Q570-SRL1CFR610-ASH1CLB2Q670_04
27730,YET919_BR1_10_06,YET919,ΔMPT5,BR1,06,10,../../220601/yET919 BR1/output/yET919-SUN4Q570-SRL1CFR610-ASH1CLB2Q670_06
27757,YET919_BR1_42_06,YET919,ΔMPT5,BR1,06,42,../../220601/yET919 BR1/output/yET919-SUN4Q570-SRL1CFR610-ASH1CLB2Q670_06
29431,YET919_BR2_54_02,YET919,ΔMPT5,BR2,02,54,../../220601/yET919 BR2/output/yET919-SUN4Q570-SRL1CFR610-ASH1CLB2Q670_02
29736,YET919_BR2_19_04,YET919,ΔMPT5,BR2,04,19,../../220601/yET919 BR2/output/yET919-SUN4Q570-SRL1CFR610-ASH1CLB2Q670_04
29877,YET919_BR2_19_05,YET919,ΔMPT5,BR2,05,19,../../220601/yET919 BR2/output/yET919-SUN4Q570-SRL1CFR610-ASH1CLB2Q670_05
29889,YET919_BR2_32_05,YET919,ΔMPT5,BR2,05,32,../../220601/yET919 BR2/output/yET919-SUN4Q570-SRL1CFR610-ASH1CLB2Q670_05
29904,YET919_BR2_47_05,YET919,ΔMPT5,BR2,05,47,../../220601/yET919 BR2/output/yET919-SUN4Q570-SRL1CFR610-ASH1CLB2Q670_05
30063,YET919_BR2_31_06,YET919,ΔMPT5,BR2,06,31,../../220601/yET919 BR2/output/yET919-SUN4Q570-SRL1CFR610-ASH1CLB2Q670_06
30064,YET919_BR2_32_06,YET919,ΔMPT5,BR2,06,32,../../220601/yET919 BR2/output/yET919-SUN4Q570-SRL1CFR610-ASH1CLB2Q670_06
